time,ax,ay,az,atotal
10.826,-0.02,0.02,0.07,0.08
10.836,-0.02,0.02,-0.04,0.05
10.846,-0.01,0.02,-0.1,0.11
10.856,-0.02,0.02,-0.03,0.05
10.866,-0.02,0.03,0.07,0.07
10.876,-0.02,0.02,0.05,0.06
10.886,-0.02,0.02,-0.05,0.06
10.896,-0.02,0.02,-0.08,0.09
10.906,-0.02,0.02,-0.01,0.03
10.916,-0.02,0.02,0.06,0.06
10.926,-0.03,0.02,0.03,0.04
10.936,-0.02,0.02,-0.05,0.06
10.946,-0.02,0.02,-0.06,0.07
10.956,-0.02,0.03,0,0.03
10.966,-0.02,0.03,0.04,0.05
10.976,-0.02,0.01,0.01,0.02
10.986,-0.02,0.02,-0.05,0.06
10.996,-0.03,0.01,-0.05,0.06
11.006,-0.02,0.02,0,0.03
11.016,-0.01,0.03,0.03,0.04
11.026,-0.01,0.02,-0.01,0.02
11.036,-0.01,0.02,-0.05,0.05
11.046,-0.01,0.02,-0.02,0.03
11.055,-0.02,0.02,0.01,0.02
11.066,-0.02,0.02,0.01,0.03
11.075,-0.02,0.02,-0.02,0.04
11.085,-0.02,0.02,-0.03,0.04
11.095,-0.02,0.02,-0.02,0.03
11.105,-0.02,0.02,0,0.03
11.115,-0.02,0.02,0,0.03
11.125,-0.02,0.02,-0.02,0.04
11.135,-0.02,0.03,-0.01,0.04
11.145,-0.02,0.02,0,0.03
11.155,-0.02,0.02,0,0.03
11.165,-0.01,0.02,-0.02,0.03
11.175,-0.02,0.03,-0.03,0.04
11.185,-0.01,0.03,-0.02,0.04
11.195,-0.02,0.02,0,0.03
11.205,-0.02,0.02,-0.01,0.03
11.215,-0.02,0.02,-0.02,0.03
11.225,-0.02,0.02,-0.01,0.03
11.235,-0.02,0.02,0,0.03
11.245,-0.03,0.01,0,0.03
11.255,-0.02,0.02,-0.02,0.03
11.265,-0.02,0.02,-0.02,0.04
11.275,-0.01,0.02,0,0.02
11.285,-0.02,0.02,0.01,0.03
11.295,-0.02,0.02,0,0.03
11.304,-0.01,0.02,-0.02,0.03
11.314,-0.01,0.02,-0.03,0.04
11.324,-0.01,0.02,0,0.02
11.335,-0.03,0.02,0,0.03
11.344,-0.02,0.02,0,0.02
11.354,-0.02,0.02,-0.02,0.03
11.364,-0.02,0.02,-0.01,0.03
11.374,-0.02,0.02,-0.01,0.03
11.384,-0.01,0.02,0.01,0.02
11.394,-0.01,0.02,0,0.02
11.404,-0.02,0.02,-0.03,0.04
11.414,-0.02,0.02,-0.02,0.03
11.424,-0.01,0.03,0,0.03
11.434,-0.02,0.02,0,0.03
11.444,-0.01,0.02,-0.01,0.02
11.454,-0.01,0.02,-0.02,0.03
11.464,-0.02,0.02,-0.01,0.02
11.474,-0.02,0.02,0,0.03
11.484,-0.02,0.03,-0.01,0.03
11.494,-0.02,0.03,-0.01,0.03
11.504,-0.01,0.02,-0.01,0.03
11.514,-0.02,0.02,-0.02,0.03
11.524,-0.02,0.01,-0.01,0.03
11.534,-0.02,0.02,-0.01,0.03
11.543,-0.02,0.02,-0.01,0.03
11.553,-0.02,0.02,0,0.03
11.563,-0.01,0.01,-0.01,0.02
11.573,-0.01,0.01,-0.01,0.02
11.583,-0.02,0.02,-0.01,0.03
11.593,-0.01,0.02,-0.01,0.03
11.603,-0.03,0.02,-0.01,0.04
11.613,-0.02,0.02,-0.01,0.03
11.623,-0.02,0.01,-0.01,0.02
11.633,-0.02,0.02,-0.01,0.03
11.643,-0.02,0.02,-0.02,0.03
11.653,-0.05,0.02,-0.01,0.06
11.663,0.02,0.01,0,0.02
11.673,-0.02,0.02,-0.01,0.03
11.683,-0.02,0.02,-0.01,0.03
11.693,-0.02,0.02,-0.01,0.03
11.703,-0.02,0.01,-0.01,0.02
11.713,-0.02,0.01,-0.01,0.03
11.723,-0.02,0.02,0,0.03
11.733,-0.01,0.01,-0.01,0.02
11.743,-0.02,0.01,-0.01,0.02
11.753,-0.02,0.01,-0.01,0.03
11.763,-0.02,0.01,-0.01,0.02
11.773,-0.01,0.02,-0.01,0.03
11.783,-0.02,0.02,-0.01,0.03
11.793,-0.02,0.02,-0.01,0.03
11.802,-0.02,0.03,0,0.04
11.812,-0.02,0.02,-0.01,0.03
11.822,-0.01,0.02,0,0.02
11.832,-0.02,0.02,-0.02,0.04
11.842,-0.03,0.02,0,0.03
11.852,-0.02,0.02,0,0.03
11.862,-0.01,0.02,0,0.02
11.872,-0.02,0.02,-0.01,0.02
11.882,-0.02,0.02,-0.01,0.03
11.892,-0.02,0.01,-0.01,0.03
11.902,-0.02,0.02,0,0.03
11.912,-0.02,0.01,-0.01,0.03
11.922,-0.01,0.02,-0.01,0.02
11.932,-0.02,0.02,-0.01,0.03
11.942,-0.02,0.01,-0.01,0.03
11.952,-0.01,0.02,-0.01,0.02
11.962,-0.02,0.02,-0.01,0.03
11.972,-0.02,0.02,-0.01,0.03
11.982,-0.02,0.02,-0.01,0.03
11.992,-0.02,0.02,-0.02,0.04
12.002,-0.02,0.02,-0.02,0.03
12.01,-0.01,0.02,-0.01,0.02
12.02,-0.01,0.02,0,0.03
12.03,-0.02,0.02,-0.01,0.03
12.04,-0.02,0.02,-0.01,0.03
12.05,-0.02,0.02,-0.01,0.03
12.06,-0.01,0.02,-0.02,0.03
12.07,-0.01,0.02,0,0.02
12.08,-0.02,0.02,-0.01,0.03
12.09,-0.02,0.02,-0.02,0.03
12.1,-0.02,0.02,-0.01,0.03
12.11,-0.01,0.02,-0.01,0.02
12.12,-0.01,0.01,-0.01,0.02
12.13,-0.01,0.01,-0.01,0.02
12.14,-0.02,0.01,-0.02,0.03
12.15,-0.02,0.02,-0.02,0.04
12.16,-0.02,0.02,-0.01,0.03
12.17,-0.01,0.02,-0.02,0.03
12.18,-0.01,0.01,-0.02,0.02
12.19,-0.02,0.02,-0.02,0.03
12.199,-0.01,0.02,-0.02,0.03
12.209,-0.01,0.02,-0.01,0.02
12.219,-0.02,0.02,-0.01,0.03
12.229,-0.02,0.02,0,0.03
12.239,-0.02,0.02,-0.01,0.03
12.249,-0.01,0.01,0,0.02
12.259,-0.02,0.02,-0.01,0.03
12.269,-0.02,0.01,0,0.02
12.279,-0.02,0.01,-0.01,0.03
12.289,-0.02,0.02,-0.02,0.03
12.299,-0.02,0.01,-0.01,0.03
12.309,-0.01,0.01,-0.01,0.02
12.319,-0.02,0.02,-0.02,0.03
12.329,-0.01,0.03,-0.01,0.03
12.339,-0.01,0.01,-0.01,0.02
12.349,-0.01,0.02,0,0.02
12.359,-0.02,0.02,-0.01,0.03
12.37,-0.02,0.01,-0.01,0.03
12.38,-0.02,0.01,-0.01,0.03
12.39,-0.01,0.01,-0.01,0.02
12.4,-0.02,0.01,-0.01,0.03
12.41,-0.02,0.01,-0.02,0.03
12.42,-0.01,0.01,-0.01,0.02
12.43,-0.02,0.01,-0.01,0.02
12.44,-0.03,0.01,-0.01,0.03
12.45,-0.01,0.01,0,0.01
12.46,-0.01,0.02,0,0.02
12.47,-0.01,0.01,-0.01,0.02
12.48,-0.02,0.01,-0.01,0.02
12.49,-0.02,0.01,0,0.02
12.5,-0.01,0.01,-0.01,0.02
12.509,-0.02,0.02,-0.02,0.03
12.519,-0.02,0.01,-0.01,0.03
12.529,-0.02,0.02,-0.02,0.03
12.539,-0.02,0.02,-0.01,0.03
12.549,-0.02,0.01,-0.01,0.02
12.559,-0.02,0.01,-0.01,0.03
12.569,-0.02,0.01,0,0.02
12.579,-0.01,0.02,-0.01,0.02
12.589,-0.01,0.01,0,0.02
12.599,-0.02,0.02,-0.01,0.03
12.609,-0.01,0.01,0,0.02
12.619,-0.01,0.01,-0.01,0.02
12.629,-0.01,0.01,-0.01,0.02
12.639,-0.01,0.02,-0.01,0.02
12.649,-0.02,0.01,-0.01,0.02
12.659,-0.01,0.01,-0.01,0.02
12.669,-0.02,0.01,-0.01,0.02
12.679,-0.02,0.01,-0.02,0.03
12.689,-0.01,0.02,-0.01,0.03
12.699,-0.02,0.02,-0.01,0.03
12.709,-0.02,0.02,0,0.03
12.719,-0.01,0.01,-0.01,0.02
12.729,-0.02,0.01,-0.01,0.03
12.739,-0.02,0.01,-0.01,0.03
12.749,-0.01,0.02,-0.01,0.02
12.758,-0.01,0.01,-0.01,0.02
12.769,-0.02,0.01,-0.02,0.03
12.778,-0.02,0.01,-0.01,0.02
12.788,-0.02,0.02,-0.01,0.03
12.798,-0.02,0.01,-0.01,0.02
12.808,-0.02,0.01,0,0.02
12.818,-0.01,0.02,-0.01,0.02
12.828,-0.02,0.02,-0.02,0.03
12.838,-0.02,0.01,-0.01,0.02
12.848,-0.02,0.01,-0.01,0.02
12.858,-0.02,0.02,-0.01,0.03
12.868,-0.01,0.01,-0.01,0.02
12.878,-0.01,0.02,-0.01,0.02
12.888,-0.01,0.01,-0.01,0.02
12.898,-0.01,0.01,-0.01,0.02
12.908,-0.02,0.01,-0.01,0.03
12.918,-0.02,0.01,-0.01,0.03
12.928,-0.02,0.02,-0.01,0.03
12.938,-0.02,0.01,-0.01,0.03
12.948,-0.02,0.02,-0.02,0.03
12.958,-0.02,0.01,-0.02,0.03
12.968,-0.01,0.02,-0.01,0.02
12.978,-0.02,0.03,-0.01,0.04
12.988,-0.02,0.02,-0.01,0.03
12.998,-0.02,0.01,-0.01,0.02
13.008,-0.02,0.02,-0.01,0.02
13.017,-0.01,0.01,0,0.01
13.027,-0.01,0.01,0,0.02
13.037,-0.02,0.02,-0.01,0.02
13.047,-0.02,0.01,-0.01,0.03
13.057,-0.02,0.01,-0.01,0.02
13.067,-0.02,0.01,0,0.02
13.077,-0.02,0.01,-0.01,0.02
13.087,-0.01,0.01,-0.01,0.02
13.097,-0.01,0.01,0,0.02
13.107,-0.01,0.01,-0.01,0.02
13.117,-0.02,0.02,-0.01,0.03
13.127,-0.03,0.01,-0.01,0.03
13.137,-0.02,0.01,-0.01,0.03
13.147,-0.02,0.02,-0.01,0.02
13.157,-0.01,0.01,-0.01,0.02
13.167,-0.01,0.01,-0.01,0.02
13.177,-0.02,0.01,-0.01,0.02
13.187,-0.01,0.01,-0.01,0.02
13.197,-0.02,0.02,-0.01,0.03
13.207,-0.02,0.01,-0.01,0.02
13.217,-0.01,0.01,-0.01,0.01
13.227,-0.01,0.02,-0.02,0.03
13.237,-0.01,0.01,-0.01,0.02
13.246,-0.01,0.01,-0.01,0.02
13.256,-0.02,0.01,0,0.02
13.266,-0.01,0.01,-0.01,0.02
13.276,-0.02,0.01,-0.02,0.03
13.286,-0.02,0.01,-0.01,0.02
13.296,-0.01,0.01,-0.01,0.01
13.306,-0.01,0.01,0,0.01
13.316,-0.01,0.02,-0.01,0.02
13.326,-0.01,0.01,-0.01,0.02
13.336,-0.01,0.02,-0.01,0.03
13.346,-0.02,0.02,-0.01,0.03
13.356,-0.01,0.01,0,0.02
13.366,-0.02,0.01,-0.01,0.02
13.376,-0.01,0.02,-0.02,0.02
13.386,-0.02,0.01,-0.01,0.02
13.396,-0.02,0.01,0,0.02
13.406,-0.01,0.01,-0.01,0.02
13.416,-0.01,0.01,-0.02,0.03
13.426,-0.01,0.01,-0.02,0.03
13.436,-0.01,0.01,-0.02,0.02
13.446,-0.01,0.02,0,0.02
13.456,-0.02,0.01,0.01,0.02
13.466,-0.02,0.02,0,0.02
13.475,-0.01,0.02,-0.01,0.02
13.485,-0.01,0.01,-0.01,0.02
13.496,0.01,0.01,0,0.01
13.506,-0.02,0.01,-0.01,0.02
13.515,-0.03,0,-0.01,0.04
13.525,-0.02,-0.01,-0.01,0.02
13.535,0,0.02,-0.01,0.02
13.545,-0.02,0.01,-0.01,0.02
13.555,-0.01,0.02,-0.02,0.03
13.565,-0.01,0.01,-0.01,0.02
13.575,-0.02,0.01,-0.01,0.02
13.585,-0.02,0.02,-0.01,0.03
13.595,-0.02,0.02,0,0.03
13.605,-0.01,0.03,0,0.03
13.615,-0.01,0.03,-0.01,0.04
13.625,-0.02,0.01,-0.02,0.03
13.635,-0.02,0,-0.03,0.04
13.645,-0.01,0,-0.01,0.02
13.655,-0.02,0.01,-0.01,0.02
13.665,-0.01,0.02,-0.01,0.02
13.675,-0.01,0,-0.02,0.03
13.685,0,-0.03,-0.02,0.03
13.695,-0.03,0.03,-0.01,0.04
13.705,-0.03,0.04,0,0.05
13.715,-0.01,0.01,-0.01,0.02
13.724,-0.01,0.01,-0.02,0.03
13.735,-0.02,0.01,-0.02,0.03
13.745,-0.01,0.01,0,0.02
13.754,-0.01,0.02,0.01,0.03
13.764,-0.01,0.01,-0.02,0.02
13.774,-0.02,0.01,-0.02,0.03
13.784,-0.01,0.01,-0.01,0.02
13.794,0.02,0,-0.04,0.04
13.804,0,-0.05,-0.23,0.23
13.814,-0.01,0.03,0.22,0.22
13.824,-0.07,0.05,0.21,0.22
13.834,0.02,-0.02,-0.29,0.29
13.844,0.06,-0.18,-0.18,0.27
13.854,0.32,-0.43,0.23,0.58
13.864,-0.14,0.5,0.29,0.6
13.874,-0.06,0.1,-0.09,0.15
13.884,-0.08,0.13,-0.39,0.42
13.894,-0.35,0.04,-1.24,1.29
13.904,-0.07,-0.15,-1.15,1.16
13.914,0.15,0.11,2.05,2.06
13.924,0.03,0.19,2.75,2.75
13.934,0.01,0.05,1.05,1.05
13.944,0.01,0.05,-2.56,2.56
13.954,-0.26,-0.16,-2.61,2.63
13.963,0.07,-0.02,-0.01,0.08
13.973,-0.01,0.15,2.02,2.03
13.983,5.65,2.16,3.35,6.91
13.993,1.97,-4.47,-0.6,4.93
14.003,-0.75,-5.21,-6.25,8.18
14.013,-0.57,-3.95,-0.04,3.99
14.023,-1.89,-3.44,4.05,5.64
14.033,-1.83,-2.54,0.2,3.14
14.043,-2.16,-1.97,-0.35,2.94
14.053,-1.67,-1.31,-1.5,2.6
14.063,-1.26,-0.85,-0.54,1.61
14.073,-1.07,-0.45,1.06,1.57
14.083,-1.36,-0.07,0.54,1.47
14.093,-1.27,0.58,-0.47,1.47
14.103,-1.26,1.12,-0.16,1.69
14.113,-0.83,1.46,-0.15,1.69
14.123,-0.42,1.77,0.03,1.82
14.133,-0.29,2.01,0.54,2.1
14.143,-0.17,1.96,0.36,2.01
14.153,-0.14,1.73,-0.74,1.89
14.163,-0.47,1.74,-0.25,1.81
14.173,-0.69,1.62,0.25,1.78
14.183,-0.71,1.43,0.33,1.63
14.193,-0.4,0.95,0.07,1.04
14.203,-0.01,-0.1,-0.28,0.29
14.212,0.08,-0.18,-0.32,0.37
14.222,0.06,0.1,0.17,0.2
14.232,-0.07,0.03,0.25,0.26
14.242,0,0.02,-0.04,0.05
14.252,0,0.02,-0.25,0.25
14.262,-0.01,0.01,-0.09,0.09
14.272,-0.02,0.03,0.18,0.18
14.282,-0.02,0.02,0.13,0.14
14.292,-0.01,0.02,-0.07,0.08
14.302,0,0.02,-0.17,0.17
14.312,-0.01,0.02,-0.02,0.03
14.322,-0.03,0.02,0.15,0.15
14.332,-0.01,0.03,0.07,0.08
14.342,-0.01,0.02,-0.12,0.13
14.352,0,0.02,-0.14,0.14
14.362,-0.01,0.02,0.03,0.04
14.372,-0.02,0.03,0.14,0.14
14.382,-0.01,0.03,0.02,0.04
14.392,0,0.02,-0.11,0.12
14.402,-0.01,0.02,-0.1,0.1
14.412,-0.02,0.03,0.03,0.05
14.422,-0.02,0.03,0.11,0.11
14.432,-0.01,0.02,0,0.03
14.442,0,0.02,-0.12,0.12
14.451,-0.02,0.02,-0.08,0.09
14.462,-0.02,0.02,0.04,0.05
14.471,-0.02,0.02,0.08,0.09
14.481,-0.01,0.02,0,0.02
14.491,-0.02,0.02,-0.08,0.08
14.501,-0.01,0.02,-0.04,0.05
14.511,-0.02,0.02,0.03,0.04
14.521,-0.02,0.03,0.05,0.06
14.531,-0.01,0.02,0,0.02
14.541,-0.02,0.02,-0.06,0.07
14.551,-0.01,0.02,-0.04,0.04
14.561,-0.01,0.02,0.02,0.03
14.571,-0.02,0.02,0.02,0.04
14.581,-0.02,0.02,-0.01,0.03
14.591,-0.02,0.02,-0.02,0.03
14.601,-0.02,0.02,-0.02,0.03
14.611,-0.02,0.02,0,0.02
14.621,-0.01,0.02,-0.01,0.03
14.631,-0.02,0.03,-0.01,0.04
14.641,-0.01,0.02,-0.02,0.03
14.651,-0.03,0.02,-0.01,0.03
14.661,-0.02,0.02,0,0.02
14.671,-0.01,0.02,-0.02,0.03
14.681,-0.01,0.02,-0.01,0.03
14.69,-0.02,0.02,0,0.03
14.7,-0.02,0.02,-0.01,0.03
14.71,-0.02,0.03,-0.02,0.05
14.72,-0.01,0.02,-0.02,0.03
14.73,-0.01,0.03,0,0.03
14.74,-0.03,0.03,0.01,0.05
14.75,-0.04,0.03,-0.01,0.05
14.76,0.01,0.01,-0.03,0.03
14.77,0,0.02,-0.02,0.03
14.78,-0.01,0.02,0.01,0.03
14.79,-0.01,0.02,0.01,0.03
14.8,-0.02,0.02,-0.02,0.03
14.81,-0.02,0.01,-0.03,0.04
14.82,-0.01,0.02,-0.02,0.03
14.83,-0.01,0.02,0,0.03
14.84,-0.02,0.03,0,0.03
14.85,-0.01,0,-0.03,0.03
14.86,-0.01,0.03,-0.03,0.04
14.87,0,0.05,-0.01,0.05
14.88,0,0.04,0.01,0.04
14.89,-0.03,0,-0.01,0.03
14.9,-0.03,-0.01,-0.03,0.04
14.91,-0.03,0,-0.03,0.04
14.92,-0.02,0.02,-0.02,0.03
14.93,-0.01,0.02,0,0.03
14.939,-0.02,0.02,0.01,0.03
14.949,-0.01,0.02,0.01,0.02
14.96,-0.01,0.03,-0.01,0.03
14.969,0,0.02,-0.03,0.03
14.979,-0.01,0.02,-0.02,0.03
14.99,0,0.02,-0.02,0.03
14.999,-0.01,0.02,-0.01,0.03
15.01,0,0.03,0.02,0.04
15.019,-0.03,0.02,0.01,0.03
15.029,-0.03,0.03,-0.05,0.06
15.039,-0.02,0.02,-0.02,0.03
15.049,-0.02,0.03,0,0.03
15.059,-0.02,0.02,0.02,0.04
15.069,-0.02,0.02,-0.01,0.03
15.079,-0.01,0.02,-0.05,0.06
15.089,-0.01,0.02,-0.03,0.04
15.099,-0.02,0.02,0.01,0.03
15.109,-0.01,0.02,0.02,0.03
15.119,-0.02,0.01,-0.03,0.03
15.129,-0.01,0.03,-0.03,0.04
15.139,-0.02,0.02,0,0.03
15.148,-0.02,0.02,0.02,0.04
15.159,-0.01,0.02,-0.01,0.03
15.169,-0.01,0.02,-0.04,0.04
15.178,-0.01,0.02,-0.02,0.03
15.188,-0.01,0.03,0,0.03
15.198,0,0.02,0,0.02
15.208,-0.02,0.03,0,0.04
15.218,-0.01,0.02,-0.03,0.03
15.228,-0.01,0.02,-0.02,0.03
15.238,-0.01,0.02,0,0.02
15.248,-0.02,0.02,0.01,0.03
15.258,-0.01,0.03,-0.01,0.03
15.268,-0.01,0.02,-0.01,0.03
15.278,-0.02,0.03,0,0.03
15.288,-0.02,0.02,0,0.03
15.298,-0.02,0.01,-0.01,0.02
15.308,-0.01,0.03,-0.01,0.03
15.318,-0.01,0.02,-0.01,0.02
15.328,-0.01,0.01,-0.01,0.02
15.338,-0.01,0.02,-0.01,0.03
15.348,-0.01,0.02,-0.01,0.02
15.358,-0.01,0.03,-0.01,0.03
15.368,-0.02,0.02,-0.01,0.03
15.378,-0.02,0.02,0,0.03
15.388,-0.02,0.02,0,0.03
15.398,-0.02,0.02,-0.01,0.02
15.408,-0.01,0.03,-0.01,0.03
15.418,-0.02,0.02,-0.01,0.03
15.427,-0.02,0.02,-0.01,0.03
15.437,-0.01,0.02,-0.02,0.03
15.447,-0.01,0.02,0,0.02
15.457,-0.01,0.02,0,0.02
15.467,-0.01,0.02,-0.01,0.03
15.477,-0.01,0.02,-0.01,0.03
15.487,-0.01,0.02,-0.01,0.03
15.497,-0.01,0.03,-0.01,0.03
15.507,0,0.02,-0.01,0.03
15.517,-0.02,0.02,-0.01,0.03
15.527,-0.02,0.01,-0.02,0.03
15.537,-0.01,0.03,-0.01,0.03
15.547,-0.01,0.01,-0.02,0.03
15.557,-0.02,0.01,-0.01,0.02
15.567,-0.01,0.01,-0.02,0.03
15.577,-0.01,0.06,0,0.06
15.587,-0.01,0.02,-0.01,0.03
15.597,-0.02,0.03,-0.01,0.03
15.607,-0.02,0.02,-0.02,0.03
15.617,-0.01,0.02,-0.02,0.03
15.627,-0.02,0.01,0,0.02
15.637,-0.02,0,0,0.02
15.647,-0.02,0.01,-0.02,0.02
15.657,-0.02,0.02,-0.03,0.03
15.666,-0.02,0.03,-0.02,0.04
15.677,-0.01,0.04,-0.01,0.04
15.686,0,0.05,-0.01,0.05
15.696,-0.01,0.02,-0.06,0.07
15.706,-0.02,0.01,0.02,0.03
15.716,-0.01,0.03,0.11,0.11
15.726,-0.01,0.03,0.01,0.03
15.736,-0.01,0.02,-0.1,0.11
15.746,-0.01,0.04,-0.06,0.07
15.756,-0.02,0.03,0.03,0.05
15.766,-0.02,0.02,0.06,0.07
15.776,0,0.02,-0.04,0.04
15.786,0,0.03,-0.08,0.08
15.796,-0.01,0.02,-0.03,0.04
15.806,-0.01,0.03,0.05,0.06
15.816,-0.01,0.02,0.03,0.04
15.826,-0.01,0.02,-0.04,0.05
15.836,-0.01,0.02,-0.04,0.05
15.846,-0.02,0.02,0.01,0.03
15.856,-0.01,0.03,0.03,0.04
15.866,0,0.01,-0.01,0.02
15.876,-0.01,0.01,-0.05,0.05
15.886,0.01,0.02,-0.03,0.04
15.896,-0.01,0.01,0.01,0.02
15.906,-0.02,0.02,0.01,0.03
15.915,0.01,0.01,-0.02,0.03
15.925,0.02,0.02,-0.04,0.05
15.935,0.02,0.04,-0.01,0.05
15.945,-0.01,0.04,0.01,0.04
15.955,-0.06,0.05,0.02,0.08
15.965,-0.03,0.04,-0.01,0.05
15.975,-0.03,0.03,-0.02,0.04
15.985,-0.02,0.04,0,0.04
15.995,-0.01,0.03,0.02,0.04
16.005,-0.02,0.02,-0.01,0.03
16.014,-0.02,0.02,-0.03,0.04
16.024,-0.01,0.02,-0.02,0.03
16.034,-0.03,-0.01,-0.01,0.03
16.044,-0.02,0,0.01,0.03
16.054,0.03,0.04,-0.02,0.06
16.064,0.01,0.05,-0.03,0.06
16.074,0.06,0,-0.03,0.07
